Time,Value,MEASURE,Description
2013,26.3,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2014,26.1,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2015,25.6,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2016,24.9,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2011,28.9,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2012,28.7,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2013,28.9,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2014,28.7,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2015,27.7,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2016,27.9,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2011,22.6,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2012,22.4,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2013,22.1,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2014,22.6,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2015,23.3,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2016,23.9,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2011,386,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2012,333,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2013,381,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2014,463,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2015,531,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2016,552,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2011,8.8,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2012,6.8,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2013,10.7,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2014,13.1,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2015,19.1,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2016,30.4,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2011,3246,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2012,2009,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2013,1978,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2014,2821,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2015,2844,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2016,1833,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2011,22758,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2012,20329,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2013,28120,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2014,28338,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2015,36031,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2016,54984,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2017,2302,PENSION_2,Age Pension - Centrelink (no.)
2018,2289,PENSION_2,Age Pension - Centrelink (no.)
2017,232,PENSION_6,Carer Payment (no.)
2018,235,PENSION_6,Carer Payment (no.)
2017,624,PENSION_7,Disability Support Pension (no.)
2018,627,PENSION_7,Disability Support Pension (no.)
2017,462,PENSION_8,Newstart Allowance (no.)
2018,467,PENSION_8,Newstart Allowance (no.)
2017,100,PENSION_10,Parenting Payment - Single (no.)
2018,89,PENSION_10,Parenting Payment - Single (no.)
2017,193,PENSION_11,Youth Allowance (Full time students/apprentices) (no.)
2018,179,PENSION_11,Youth Allowance (Full time students/apprentices) (no.)
2017,28,PENSION_12,Youth Allowance (Other) (no.)
2018,35,PENSION_12,Youth Allowance (Other) (no.)
2017,1147,PENSION_13,Family Tax Benefit A (no.)
2018,1012,PENSION_13,Family Tax Benefit A (no.)
2017,884,PENSION_14,Family Tax Benefit B (no.)
2018,797,PENSION_14,Family Tax Benefit B (no.)
2016,24.4,PERSINC_2,Persons earning $1-$499 per week (%)
2016,22.8,PERSINC_3,Persons earning $500-$999 per week (%)
2016,24.2,PERSINC_4,Persons earning $1000-$1999 per week (%)
2016,5.6,PERSINC_5,Persons earning $2000-$2999 per week (%)
2016,2.3,PERSINC_6,Persons earning $3000 or more per week (%)
2016,12.4,PERSINC_7,Persons earning nil income (%)
2016,0.6,PERSINC_8,Persons with a negative income (%)
2011,719,EQUIV_2,Median equivalised total household income (weekly)  ($)
2016,916,EQUIV_2,Median equivalised total household income (weekly)  ($)
2016,221,PRESCH_2,4 year olds enrolled in preschool or in a preschool program (no.)
2017,217,PRESCH_2,4 year olds enrolled in preschool or in a preschool program (no.)
2016,30,PRESCH_3,5 year olds enrolled in preschool or in a preschool program (no.)
2017,40,PRESCH_3,5 year olds enrolled in preschool or in a preschool program (no.)
2016,76,PRESCH_5,Total enrolled in preschool (no.)
2017,64,PRESCH_5,Total enrolled in preschool (no.)
2016,164,PRESCH_6,Enrolled in preschool program within a long day care centre (no.)
2017,187,PRESCH_6,Enrolled in preschool program within a long day care centre (no.)
2016,9,PRESCH_7,Children enrolled across more than one provider type (no.)
2017,15,PRESCH_7,Children enrolled across more than one provider type (no.)
2016,252,PRESCH_8,Total enrolled in a preschool program (no.)
2017,261,PRESCH_8,Total enrolled in a preschool program (no.)
2016,28,PRESCH_10,Children attending preschool for less than 15 hours (no.)
2017,17,PRESCH_10,Children attending preschool for less than 15 hours (no.)
2016,209,PRESCH_11,Children attending preschool for 15 hours or more (no.)
2017,233,PRESCH_11,Children attending preschool for 15 hours or more (no.)
2011,55.6,SCHOOL_2,With Post School Qualifications (%)
2016,60.6,SCHOOL_2,With Post School Qualifications (%)
2011,5.3,SCHOOL_3,With Postgraduate Degree (%)
2016,8.3,SCHOOL_3,With Postgraduate Degree (%)
2011,1.1,SCHOOL_4,With Graduate Diploma/Graduate Certificate (%)
2016,1.3,SCHOOL_4,With Graduate Diploma/Graduate Certificate (%)
2011,15.1,SCHOOL_5,With Bachelor Degree (%)
2016,20.6,SCHOOL_5,With Bachelor Degree (%)
2011,8,SCHOOL_6,With Advanced Diploma/Diploma (%)
2016,8.8,SCHOOL_6,With Advanced Diploma/Diploma (%)
2011,13.4,SCHOOL_7,With Certificate (%)
2016,12.4,SCHOOL_7,With Certificate (%)
2011,12.7,SCHOOL_8,Post School Qualifications - Inadequately described (%)
2016,9.1,SCHOOL_8,Post School Qualifications - Inadequately described (%)
2011,319,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2012,341,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2013,372,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2014,400,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2015,471,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2016,581,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2011,55.6,HIGH_2,Completed Year 12 or equivalent (%)
2016,66.1,HIGH_2,Completed Year 12 or equivalent (%)
2011,4.5,HIGH_3,Completed Year 11 or equivalent (%)
2016,4,HIGH_3,Completed Year 11 or equivalent (%)
2011,15.5,HIGH_4,Completed Year 10 or equivalent (%)
2016,12.2,HIGH_4,Completed Year 10 or equivalent (%)
2011,4.5,HIGH_5,Completed Year 9 or equivalent (%)
2016,3.2,HIGH_5,Completed Year 9 or equivalent (%)
2011,7.6,HIGH_6,Completed Year 8 or below (%)
2016,5.4,HIGH_6,Completed Year 8 or below (%)
2011,2,HIGH_7,Did not go to school (%)
2016,1.8,HIGH_7,Did not go to school (%)
2011,10.4,HIGH_8,Highest Year of School Completed - Not stated (%)
2016,7.4,HIGH_8,Highest Year of School Completed - Not stated (%)
2011,10.3,EMP_OCC_2,Managers (%)
2016,12.5,EMP_OCC_2,Managers (%)
2011,20,EMP_OCC_3,Professionals (%)
2016,23.7,EMP_OCC_3,Professionals (%)
2011,13.1,EMP_OCC_4,Technicians and trades workers (%)
2016,11.8,EMP_OCC_4,Technicians and trades workers (%)
2011,9.9,EMP_OCC_5,Community and personal service workers (%)
2016,10.6,EMP_OCC_5,Community and personal service workers (%)
2011,17.3,EMP_OCC_6,Clerical and administrative workers (%)
2016,14.5,EMP_OCC_6,Clerical and administrative workers (%)
2011,9.8,EMP_OCC_7,Sales workers (%)
2016,9.8,EMP_OCC_7,Sales workers (%)
2011,8.1,EMP_OCC_8,Machinery operators and drivers (%)
2016,6.1,EMP_OCC_8,Machinery operators and drivers (%)
2011,9.3,EMP_OCC_9,Labourers (%)
2016,9.2,EMP_OCC_9,Labourers (%)
2011,2.2,EMP_OCC_10,Occupation of Employed Persons - Inadequately described (%)
2016,1.9,EMP_OCC_10,Occupation of Employed Persons - Inadequately described (%)
2011,2.1,YOUTH_2,Working full-time and studying part-time (%)
2016,0.9,YOUTH_2,Working full-time and studying part-time (%)
2011,1.3,YOUTH_3,Working part time and studying part-time (%)
2016,1,YOUTH_3,Working part time and studying part-time (%)
2011,15.2,YOUTH_4,Working part-time and studying full-time (%)
2016,18,YOUTH_4,Working part-time and studying full-time (%)
2011,4.3,YOUTH_5,Working full-time (not studying) (%)
2016,2.5,YOUTH_5,Working full-time (not studying) (%)
2011,56.8,YOUTH_6,Studying full-time (not working) (%)
2016,61.2,YOUTH_6,Studying full-time (not working) (%)
2011,0.3,YOUTH_7,Working full-time and studying full-time (%)
2016,0.4,YOUTH_7,Working full-time and studying full-time (%)
2011,82.8,YOUTH_8,Fully engaged (%)
2016,86.1,YOUTH_8,Fully engaged (%)
2011,1115,YOUTH_9,Total persons aged 15-19 years (no.)
2016,1414,YOUTH_9,Total persons aged 15-19 years (no.)
2011,9844,LF_2,Labour Force (no. )
2016,13044,LF_2,Labour Force (no. )
2011,551,LF_3,Unemployed (no. )
2016,803,LF_3,Unemployed (no. )
2011,5.6,LF_4,Unemployment rate (%)
2016,6.2,LF_4,Unemployment rate (%)
2011,59.7,LF_5,Participation rate (%)
2016,63,LF_5,Participation rate (%)
2011,4822,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2012,5009,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2013,5275,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2014,5987,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2015,6573,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2016,7178,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2011,4.6,ACTIV_2,Persons who have need for assistance with core activities (%)
2016,4.7,ACTIV_2,Persons who have need for assistance with core activities (%)
2011,4166,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2012,4045,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2013,4210,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2014,4493,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2015,4805,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2016,4873,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2011,125,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2012,150,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2013,150,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2014,150,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2015,150,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2016,150,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2011,662,WORK_TRAV_3,Used one method - Train or tram (no.)
2016,2113,WORK_TRAV_3,Used one method - Train or tram (no.)
2011,1229,WORK_TRAV_4,Used one method - Bus (no.)
2016,1222,WORK_TRAV_4,Used one method - Bus (no.)
2011,4939,WORK_TRAV_5,Used one method - Car (as driver or passenger) (no.)
2016,5565,WORK_TRAV_5,Used one method - Car (as driver or passenger) (no.)
2011,74,WORK_TRAV_6,Used one method - Motor bike/scooter (no.)
2016,117,WORK_TRAV_6,Used one method - Motor bike/scooter (no.)
2011,135,WORK_TRAV_7,Used one method - Bicycle (no.)
2016,138,WORK_TRAV_7,Used one method - Bicycle (no.)
2011,104,WORK_TRAV_8,Used one method - Other (inc. taxis) (no.)
2016,134,WORK_TRAV_8,Used one method - Other (inc. taxis) (no.)
2011,556,WORK_TRAV_9,Used one method - Walked only (no.)
2016,751,WORK_TRAV_9,Used one method - Walked only (no.)
2011,7763,WORK_TRAV_10,Used one method - Total - used one method (no.)
2016,10092,WORK_TRAV_10,Used one method - Total - used one method (no.)
2011,474,WORK_TRAV_12,Total - used more than one method (no. )
2016,832,WORK_TRAV_12,Total - used more than one method (no. )
2011,189,WORK_TRAV_14,Other - Worked from home (no.)
2016,309,WORK_TRAV_14,Other - Worked from home (no.)
2011,716,WORK_TRAV_15,Other - Employed but did not go to work (no.)
2016,891,WORK_TRAV_15,Other - Employed but did not go to work (no.)
2011,151,WORK_TRAV_16,Other - Method of travel not stated (no.)
2016,117,WORK_TRAV_16,Other - Method of travel not stated (no.)
2011,9293,WORK_TRAV_17,Total employed (no.)
2016,12241,WORK_TRAV_17,Total employed (no.)
2011,1721,HHTYPE_2,Lone person households (no.)
2016,1981,HHTYPE_2,Lone person households (no.)
2011,409,HHTYPE_3,Group households (no.)
2016,802,HHTYPE_3,Group households (no.)
2011,5045,HHTYPE_4,Family households (no.)
2016,5944,HHTYPE_4,Family households (no.)
2011,7176,HHTYPE_5,Total households (no.)
2016,8727,HHTYPE_5,Total households (no.)
2011,2.6,HHTYPE_6,Average household size (no. of persons)
2016,2.6,HHTYPE_6,Average household size (no. of persons)
2011,1905,FAMILY_2,Couple families with children under 15 and/or dependent students (no.)
2016,2257,FAMILY_2,Couple families with children under 15 and/or dependent students (no.)
2011,546,FAMILY_3,Couple families with non-dependent children only (no.)
2016,524,FAMILY_3,Couple families with non-dependent children only (no.)
2011,1751,FAMILY_4,Couple families without children (no.)
2016,2302,FAMILY_4,Couple families without children (no.)
2011,486,FAMILY_5,One parent families with children under 15 and/or dependent students (no.)
2016,460,FAMILY_5,One parent families with children under 15 and/or dependent students (no.)
2011,403,FAMILY_6,One parent families with non-dependent children only (no.)
2016,430,FAMILY_6,One parent families with non-dependent children only (no.)
2011,174,FAMILY_7,Other families (no.)
2016,206,FAMILY_7,Other families (no.)
2011,5258,FAMILY_8,Total families (no.)
2016,6180,FAMILY_8,Total families (no.)
2011,3,FAMILY_9,Average family size (no. of persons)
2016,2.9,FAMILY_9,Average family size (no. of persons)
2011,7188,MARRIAGE_2,Married in a registered marriage (no.)
2016,8000,MARRIAGE_2,Married in a registered marriage (no.)
2011,1066,MARRIAGE_3,Married in a de facto marriage (no.)
2016,1923,MARRIAGE_3,Married in a de facto marriage (no.)
2011,6931,MARRIAGE_4,Not married (no.)
2016,9126,MARRIAGE_4,Not married (no.)
2011,47.9,MARRIAGE_5,Married (%)
2016,44,MARRIAGE_5,Married (%)
2011,36.5,MARRIAGE_6,Never Married (%)
2016,42.5,MARRIAGE_6,Never Married (%)
2011,5.2,MARRIAGE_7,Widowed (%)
2016,4.2,MARRIAGE_7,Widowed (%)
2011,7.1,MARRIAGE_8,Divorced (%)
2016,6.7,MARRIAGE_8,Divorced (%)
2011,3.2,MARRIAGE_9,Separated (%)
2016,2.5,MARRIAGE_9,Separated (%)
2016,81.8,INTERNET_2,Internet accessed from dwelling (%)
2016,15.1,INTERNET_3,Internet not accessed from dwelling (%)
2011,1511,RENT_2,Average monthly household rental payment ($)
2016,2160,RENT_2,Average monthly household rental payment ($)
2011,2553,RENT_3,Average monthly household mortgage payment ($)
2016,2468,RENT_3,Average monthly household mortgage payment ($)
2011,67.2,CHILDCAR_2,Persons who did not provide child care (%)
2016,70,CHILDCAR_2,Persons who did not provide child care (%)
2011,18,CHILDCAR_3,Persons who cared for own child/children (%)
2016,17.5,CHILDCAR_3,Persons who cared for own child/children (%)
2011,5.5,CHILDCAR_4,Persons who cared for other child/children (%)
2016,4.8,CHILDCAR_4,Persons who cared for other child/children (%)
2011,0.4,CHILDCAR_5,Persons who cared for own child/children and other child/children (%)
2016,0.3,CHILDCAR_5,Persons who cared for own child/children and other child/children (%)
2011,9,CHILDCAR_6,Unpaid Child Care - Not stated (%)
2016,7.3,CHILDCAR_6,Unpaid Child Care - Not stated (%)
2011,10.1,UNPAIDW_2,Persons who provided unpaid assistance to a person with a disability (%)
2016,9.5,UNPAIDW_2,Persons who provided unpaid assistance to a person with a disability (%)
2011,9.7,UNPAIDW_3,Persons undertaking voluntary work for an organisation or group (%)
2016,12,UNPAIDW_3,Persons undertaking voluntary work for an organisation or group (%)
2011,1.7,CHILD_2,Average number of all children in a family
2016,1.7,CHILD_2,Average number of all children in a family
2016,1143,HOUSE_2,Dwellings with extra bedrooms needed (no.)
2016,4011,HOUSE_3,Dwellings with bedrooms spare (no.)
2016,3030,HOUSE_4,Dwellings with no bedrooms needed or spare (no.)
2011,2891,DWELL_2,Separate house (no.)
2016,2944,DWELL_2,Separate house (no.)
2011,664,DWELL_3,Semi-detached
2016,534,DWELL_3,Semi-detached
2011,3585,DWELL_4,Flat or apartment (no.)
2016,5133,DWELL_4,Flat or apartment (no.)
2011,33,DWELL_5,Other dwelling (no.)
2016,73,DWELL_5,Other dwelling (no.)
2011,28.5,TENURE_2,Owned Outright (%)
2016,23.7,TENURE_2,Owned Outright (%)
2011,29.2,TENURE_3,Owned with a mortgage (%)
2016,25.8,TENURE_3,Owned with a mortgage (%)
2011,38.8,TENURE_4,Rented (%)
2016,47,TENURE_4,Rented (%)
2018,616.5,LAND,Land Area (ha)
2014,271,SOLAR_2,Small-scale solar panel system installations (no.)
2015,295,SOLAR_2,Small-scale solar panel system installations (no.)
2016,338,SOLAR_2,Small-scale solar panel system installations (no.)
2017,362,SOLAR_2,Small-scale solar panel system installations (no.)
2015,8.9,SOLAR_3,Increase in installations from previous year (%)
2016,14.6,SOLAR_3,Increase in installations from previous year (%)
2017,7.1,SOLAR_3,Increase in installations from previous year (%)
2014,86,SOLAR_4,Solar water heater installations (no.)
2015,87,SOLAR_4,Solar water heater installations (no.)
2016,88,SOLAR_4,Solar water heater installations (no.)
2017,90,SOLAR_4,Solar water heater installations (no.)
2015,1.2,SOLAR_5,Increase in SWH installations from previous year (%)
2016,1.1,SOLAR_5,Increase in SWH installations from previous year (%)
2017,2.3,SOLAR_5,Increase in SWH installations from previous year (%)
2013,366,BD_2,Births and Deaths - Births (no.)
2014,331,BD_2,Births and Deaths - Births (no.)
2015,339,BD_2,Births and Deaths - Births (no.)
2016,370,BD_2,Births and Deaths - Births (no.)
2017,349,BD_2,Births and Deaths - Births (no.)
2013,1.7,BD_3,Births and Deaths - Total fertility rate (per female) (rate)
2014,1.7,BD_3,Births and Deaths - Total fertility rate (per female) (rate)
2015,1.7,BD_3,Births and Deaths - Total fertility rate (per female) (rate)
2016,1.6,BD_3,Births and Deaths - Total fertility rate (per female) (rate)
2017,1.5,BD_3,Births and Deaths - Total fertility rate (per female) (rate)
2013,123,BD_4,Births and Deaths - Deaths (no.)
2014,114,BD_4,Births and Deaths - Deaths (no.)
2015,114,BD_4,Births and Deaths - Deaths (no.)
2016,117,BD_4,Births and Deaths - Deaths (no.)
2017,102,BD_4,Births and Deaths - Deaths (no.)
2013,5.5,BD_5,Births and Deaths - Standardised death rate (per 1000 population) (rate)
2014,5.3,BD_5,Births and Deaths - Standardised death rate (per 1000 population) (rate)
2015,5.2,BD_5,Births and Deaths - Standardised death rate (per 1000 population) (rate)
2016,5,BD_5,Births and Deaths - Standardised death rate (per 1000 population) (rate)
2017,4.6,BD_5,Births and Deaths - Standardised death rate (per 1000 population) (rate)
2017,577,PENSION_16,Carer Allowance (no.)
2018,565,PENSION_16,Carer Allowance (no.)
2017,74,PENSION_17,Parenting Payment - Partnered (no.)
2018,62,PENSION_17,Parenting Payment - Partnered (no.)
2017,907,PENSION_18,Commonwealth Rent Assistance (no.)
2018,822,PENSION_18,Commonwealth Rent Assistance (no.)
2011,87.9,STRESS_2,Households where mortgage repayments are less than 30% of household income (%)
2016,92.5,STRESS_2,Households where mortgage repayments are less than 30% of household income (%)
2011,12.1,STRESS_3,Households with mortgage repayments greater than or equal to 30% of household income (%)
2016,7.5,STRESS_3,Households with mortgage repayments greater than or equal to 30% of household income (%)
2011,83.9,STRESS_4,Households where rent payments are less than 30% of household income (%)
2016,79.3,STRESS_4,Households where rent payments are less than 30% of household income (%)
2011,16.1,STRESS_5,Households with rent payments greater than or equal to 30% of household income (%)
2016,20.7,STRESS_5,Households with rent payments greater than or equal to 30% of household income (%)
2017,2100,MIGRATION_2,Internal Arrivals (no.)
2018,2100,MIGRATION_2,Internal Arrivals (no.)
2017,1953,MIGRATION_3,Internal Departures (no.)
2018,2341,MIGRATION_3,Internal Departures (no.)
2017,147,MIGRATION_4,Net Internal Migration (no.)
2018,-241,MIGRATION_4,Net Internal Migration (no.)
2017,1567,MIGRATION_5,Overseas Arrivals (no.)
2018,1597,MIGRATION_5,Overseas Arrivals (no.)
2017,594,MIGRATION_6,Overseas Departures (no.)
2018,652,MIGRATION_6,Overseas Departures (no.)
2017,973,MIGRATION_7,Net Overseas Migration (no.)
2018,945,MIGRATION_7,Net Overseas Migration (no.)
2012,7550,LEED_2,Number of Jobs - Females
2013,8100,LEED_2,Number of Jobs - Females
2014,8340,LEED_2,Number of Jobs - Females
2015,8967,LEED_2,Number of Jobs - Females
2016,9806,LEED_2,Number of Jobs - Females
2012,8919,LEED_3,Number of Jobs - Males
2013,9413,LEED_3,Number of Jobs - Males
2014,9827,LEED_3,Number of Jobs - Males
2015,10408,LEED_3,Number of Jobs - Males
2016,11278,LEED_3,Number of Jobs - Males
2012,16473,LEED_4,Number of Jobs - Persons
2013,17516,LEED_4,Number of Jobs - Persons
2014,18170,LEED_4,Number of Jobs - Persons
2015,19373,LEED_4,Number of Jobs - Persons
2016,21080,LEED_4,Number of Jobs - Persons
2012,54,LEED_5,"Number of Employee Jobs - Agriculture, forestry and fishing"
2013,38,LEED_5,"Number of Employee Jobs - Agriculture, forestry and fishing"
2014,38,LEED_5,"Number of Employee Jobs - Agriculture, forestry and fishing"
2015,67,LEED_5,"Number of Employee Jobs - Agriculture, forestry and fishing"
2016,133,LEED_5,"Number of Employee Jobs - Agriculture, forestry and fishing"
2012,22,LEED_6,Number of Employee Jobs - Mining
2016,23,LEED_6,Number of Employee Jobs - Mining
2012,836,LEED_7,Number of Employee Jobs - Manufacturing
2013,809,LEED_7,Number of Employee Jobs - Manufacturing
2014,753,LEED_7,Number of Employee Jobs - Manufacturing
2015,773,LEED_7,Number of Employee Jobs - Manufacturing
2016,796,LEED_7,Number of Employee Jobs - Manufacturing
2012,55,LEED_8,"Number of Employee Jobs - Electricity, gas water and waste services"
2013,57,LEED_8,"Number of Employee Jobs - Electricity, gas water and waste services"
2014,64,LEED_8,"Number of Employee Jobs - Electricity, gas water and waste services"
2015,68,LEED_8,"Number of Employee Jobs - Electricity, gas water and waste services"
2016,70,LEED_8,"Number of Employee Jobs - Electricity, gas water and waste services"
2012,537,LEED_9,Number of Employee Jobs - Construction
2013,577,LEED_9,Number of Employee Jobs - Construction
2014,693,LEED_9,Number of Employee Jobs - Construction
2015,840,LEED_9,Number of Employee Jobs - Construction
2016,881,LEED_9,Number of Employee Jobs - Construction
2012,860,LEED_10,Number of Employee Jobs - Wholesale trade
2013,897,LEED_10,Number of Employee Jobs - Wholesale trade
2014,933,LEED_10,Number of Employee Jobs - Wholesale trade
2015,941,LEED_10,Number of Employee Jobs - Wholesale trade
2016,1016,LEED_10,Number of Employee Jobs - Wholesale trade
2012,1434,LEED_11,Number of Employee Jobs - Retail trade
2013,1526,LEED_11,Number of Employee Jobs - Retail trade
2014,1545,LEED_11,Number of Employee Jobs - Retail trade
2015,1757,LEED_11,Number of Employee Jobs - Retail trade
2016,1760,LEED_11,Number of Employee Jobs - Retail trade
2012,1473,LEED_12,Number of Employee Jobs - Accommodation and food services
2013,1592,LEED_12,Number of Employee Jobs - Accommodation and food services
2014,1753,LEED_12,Number of Employee Jobs - Accommodation and food services
2015,1902,LEED_12,Number of Employee Jobs - Accommodation and food services
2016,2142,LEED_12,Number of Employee Jobs - Accommodation and food services
2012,1109,LEED_13,"Number of Employee Jobs - Transport, postal and warehousing "
2013,1099,LEED_13,"Number of Employee Jobs - Transport, postal and warehousing "
2014,1087,LEED_13,"Number of Employee Jobs - Transport, postal and warehousing "
2015,1122,LEED_13,"Number of Employee Jobs - Transport, postal and warehousing "
2016,1054,LEED_13,"Number of Employee Jobs - Transport, postal and warehousing "
2012,394,LEED_14,Number of Employee Jobs - Information media and telecommunications
2013,402,LEED_14,Number of Employee Jobs - Information media and telecommunications
2014,432,LEED_14,Number of Employee Jobs - Information media and telecommunications
2015,447,LEED_14,Number of Employee Jobs - Information media and telecommunications
2016,483,LEED_14,Number of Employee Jobs - Information media and telecommunications
2012,843,LEED_15,Number of Employee Jobs - Finance and insurance services
2013,823,LEED_15,Number of Employee Jobs - Finance and insurance services
2014,892,LEED_15,Number of Employee Jobs - Finance and insurance services
2015,945,LEED_15,Number of Employee Jobs - Finance and insurance services
2016,1029,LEED_15,Number of Employee Jobs - Finance and insurance services
2012,271,LEED_16,"Number of Employee Jobs - Rental, hiring and real estate services"
2013,283,LEED_16,"Number of Employee Jobs - Rental, hiring and real estate services"
2014,321,LEED_16,"Number of Employee Jobs - Rental, hiring and real estate services"
2015,385,LEED_16,"Number of Employee Jobs - Rental, hiring and real estate services"
2016,450,LEED_16,"Number of Employee Jobs - Rental, hiring and real estate services"
2012,1128,LEED_17,"Number of Employee Jobs - Professional, scientific and technical services"
2013,1182,LEED_17,"Number of Employee Jobs - Professional, scientific and technical services"
2014,1378,LEED_17,"Number of Employee Jobs - Professional, scientific and technical services"
2015,1561,LEED_17,"Number of Employee Jobs - Professional, scientific and technical services"
2016,1777,LEED_17,"Number of Employee Jobs - Professional, scientific and technical services"
2012,1441,LEED_18,Number of Employee Jobs - Administrative and support services
2013,1584,LEED_18,Number of Employee Jobs - Administrative and support services
2014,1681,LEED_18,Number of Employee Jobs - Administrative and support services
2015,1952,LEED_18,Number of Employee Jobs - Administrative and support services
2016,2203,LEED_18,Number of Employee Jobs - Administrative and support services
2012,770,LEED_19,Number of Employee Jobs - Public administration and safety
2013,888,LEED_19,Number of Employee Jobs - Public administration and safety
2014,955,LEED_19,Number of Employee Jobs - Public administration and safety
2015,966,LEED_19,Number of Employee Jobs - Public administration and safety
2016,1049,LEED_19,Number of Employee Jobs - Public administration and safety
2012,844,LEED_20,Number of Employee Jobs - Education and training
2013,885,LEED_20,Number of Employee Jobs - Education and training
2014,951,LEED_20,Number of Employee Jobs - Education and training
2015,974,LEED_20,Number of Employee Jobs - Education and training
2016,1054,LEED_20,Number of Employee Jobs - Education and training
2012,1443,LEED_21,Number of Employee Jobs - Health care and social assistance
2013,1755,LEED_21,Number of Employee Jobs - Health care and social assistance
2014,1487,LEED_21,Number of Employee Jobs - Health care and social assistance
2015,1513,LEED_21,Number of Employee Jobs - Health care and social assistance
2016,1571,LEED_21,Number of Employee Jobs - Health care and social assistance
2012,257,LEED_22,Number of Employee Jobs - Arts and recreation services
2013,287,LEED_22,Number of Employee Jobs - Arts and recreation services
2014,333,LEED_22,Number of Employee Jobs - Arts and recreation services
2015,307,LEED_22,Number of Employee Jobs - Arts and recreation services
2016,312,LEED_22,Number of Employee Jobs - Arts and recreation services
