Time,Value,MEASURE,Description
2014,26.4,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2015,26.6,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2016,26.9,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2011,438,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2012,365,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2013,417,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2014,486,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2015,560,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2016,562,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2011,9.9,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2012,7.3,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2013,11.3,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2014,19.1,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2015,20.6,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2016,31.7,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2011,2130,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2012,1890,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2013,1525,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2014,2196,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2015,3262,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2016,2134,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2011,22524,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2012,20065,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2013,26989,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2014,39240,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2015,36814,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2016,56379,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2015,942,PENSION_2,Age Pension - Centrelink (no.)
2016,917,PENSION_2,Age Pension - Centrelink (no.)
2017,865,PENSION_2,Age Pension - Centrelink (no.)
2018,842,PENSION_2,Age Pension - Centrelink (no.)
2015,51,PENSION_6,Carer Payment (no.)
2016,49,PENSION_6,Carer Payment (no.)
2017,45,PENSION_6,Carer Payment (no.)
2018,50,PENSION_6,Carer Payment (no.)
2015,197,PENSION_7,Disability Support Pension (no.)
2016,197,PENSION_7,Disability Support Pension (no.)
2017,185,PENSION_7,Disability Support Pension (no.)
2018,182,PENSION_7,Disability Support Pension (no.)
2015,198,PENSION_8,Newstart Allowance (no.)
2016,171,PENSION_8,Newstart Allowance (no.)
2017,127,PENSION_8,Newstart Allowance (no.)
2018,116,PENSION_8,Newstart Allowance (no.)
2015,40,PENSION_10,Parenting Payment - Single (no.)
2016,35,PENSION_10,Parenting Payment - Single (no.)
2017,35,PENSION_10,Parenting Payment - Single (no.)
2018,26,PENSION_10,Parenting Payment - Single (no.)
2015,427,PENSION_11,Youth Allowance (Full time students/apprentices) (no.)
2016,385,PENSION_11,Youth Allowance (Full time students/apprentices) (no.)
2017,309,PENSION_11,Youth Allowance (Full time students/apprentices) (no.)
2018,275,PENSION_11,Youth Allowance (Full time students/apprentices) (no.)
2016,9,PENSION_12,Youth Allowance (Other) (no.)
2017,12,PENSION_12,Youth Allowance (Other) (no.)
2018,15,PENSION_12,Youth Allowance (Other) (no.)
2013,404,PENSION_13,Family Tax Benefit A (no.)
2014,410,PENSION_13,Family Tax Benefit A (no.)
2015,377,PENSION_13,Family Tax Benefit A (no.)
2016,347,PENSION_13,Family Tax Benefit A (no.)
2017,311,PENSION_13,Family Tax Benefit A (no.)
2018,272,PENSION_13,Family Tax Benefit A (no.)
2013,352,PENSION_14,Family Tax Benefit B (no.)
2014,344,PENSION_14,Family Tax Benefit B (no.)
2015,337,PENSION_14,Family Tax Benefit B (no.)
2016,287,PENSION_14,Family Tax Benefit B (no.)
2017,245,PENSION_14,Family Tax Benefit B (no.)
2018,220,PENSION_14,Family Tax Benefit B (no.)
2016,22.7,PERSINC_2,Persons earning $1-$499 per week (%)
2016,18,PERSINC_3,Persons earning $500-$999 per week (%)
2016,19.5,PERSINC_4,Persons earning $1000-$1999 per week (%)
2016,4.6,PERSINC_5,Persons earning $2000-$2999 per week (%)
2016,3.5,PERSINC_6,Persons earning $3000 or more per week (%)
2016,24.1,PERSINC_7,Persons earning nil income (%)
2016,1.2,PERSINC_8,Persons with a negative income (%)
2011,767,EQUIV_2,Median equivalised total household income (weekly)  ($)
2016,820,EQUIV_2,Median equivalised total household income (weekly)  ($)
2016,90,PRESCH_2,4 year olds enrolled in preschool or in a preschool program (no.)
2017,93,PRESCH_2,4 year olds enrolled in preschool or in a preschool program (no.)
2016,16,PRESCH_3,5 year olds enrolled in preschool or in a preschool program (no.)
2017,22,PRESCH_3,5 year olds enrolled in preschool or in a preschool program (no.)
2016,11,PRESCH_5,Total enrolled in preschool (no.)
2017,19,PRESCH_5,Total enrolled in preschool (no.)
2016,92,PRESCH_6,Enrolled in preschool program within a long day care centre (no.)
2017,93,PRESCH_6,Enrolled in preschool program within a long day care centre (no.)
2016,4,PRESCH_7,Children enrolled across more than one provider type (no.)
2017,2,PRESCH_7,Children enrolled across more than one provider type (no.)
2016,105,PRESCH_8,Total enrolled in a preschool program (no.)
2017,114,PRESCH_8,Total enrolled in a preschool program (no.)
2016,5,PRESCH_10,Children attending preschool for less than 15 hours (no.)
2017,5,PRESCH_10,Children attending preschool for less than 15 hours (no.)
2016,99,PRESCH_11,Children attending preschool for 15 hours or more (no.)
2017,102,PRESCH_11,Children attending preschool for 15 hours or more (no.)
2011,62.4,SCHOOL_2,With Post School Qualifications (%)
2016,62.7,SCHOOL_2,With Post School Qualifications (%)
2011,9.9,SCHOOL_3,With Postgraduate Degree (%)
2016,11.9,SCHOOL_3,With Postgraduate Degree (%)
2011,1.5,SCHOOL_4,With Graduate Diploma/Graduate Certificate (%)
2016,1.6,SCHOOL_4,With Graduate Diploma/Graduate Certificate (%)
2011,22.8,SCHOOL_5,With Bachelor Degree (%)
2016,26.9,SCHOOL_5,With Bachelor Degree (%)
2011,7.6,SCHOOL_6,With Advanced Diploma/Diploma (%)
2016,6.5,SCHOOL_6,With Advanced Diploma/Diploma (%)
2011,9,SCHOOL_7,With Certificate (%)
2016,7.9,SCHOOL_7,With Certificate (%)
2011,11.5,SCHOOL_8,Post School Qualifications - Inadequately described (%)
2016,7.9,SCHOOL_8,Post School Qualifications - Inadequately described (%)
2011,255,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2012,261,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2013,257,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2014,272,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2015,284,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2016,309,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2011,70.1,HIGH_2,Completed Year 12 or equivalent (%)
2016,76.5,HIGH_2,Completed Year 12 or equivalent (%)
2011,3.6,HIGH_3,Completed Year 11 or equivalent (%)
2016,3.3,HIGH_3,Completed Year 11 or equivalent (%)
2011,9,HIGH_4,Completed Year 10 or equivalent (%)
2016,6.9,HIGH_4,Completed Year 10 or equivalent (%)
2011,2.7,HIGH_5,Completed Year 9 or equivalent (%)
2016,2.7,HIGH_5,Completed Year 9 or equivalent (%)
2011,4.5,HIGH_6,Completed Year 8 or below (%)
2016,3.6,HIGH_6,Completed Year 8 or below (%)
2011,1.2,HIGH_7,Did not go to school (%)
2016,0.9,HIGH_7,Did not go to school (%)
2011,8.9,HIGH_8,Highest Year of School Completed - Not stated (%)
2016,6.2,HIGH_8,Highest Year of School Completed - Not stated (%)
2011,10.8,EMP_OCC_2,Managers (%)
2016,11.4,EMP_OCC_2,Managers (%)
2011,33.3,EMP_OCC_3,Professionals (%)
2016,33.8,EMP_OCC_3,Professionals (%)
2011,9.2,EMP_OCC_4,Technicians and trades workers (%)
2016,8.8,EMP_OCC_4,Technicians and trades workers (%)
2011,9.5,EMP_OCC_5,Community and personal service workers (%)
2016,10.5,EMP_OCC_5,Community and personal service workers (%)
2011,15.8,EMP_OCC_6,Clerical and administrative workers (%)
2016,13.5,EMP_OCC_6,Clerical and administrative workers (%)
2011,8.9,EMP_OCC_7,Sales workers (%)
2016,9.6,EMP_OCC_7,Sales workers (%)
2011,3.3,EMP_OCC_8,Machinery operators and drivers (%)
2016,3.3,EMP_OCC_8,Machinery operators and drivers (%)
2011,6.8,EMP_OCC_9,Labourers (%)
2016,7.2,EMP_OCC_9,Labourers (%)
2011,2.2,EMP_OCC_10,Occupation of Employed Persons - Inadequately described (%)
2016,1.9,EMP_OCC_10,Occupation of Employed Persons - Inadequately described (%)
2011,0.4,YOUTH_2,Working full-time and studying part-time (%)
2016,0.2,YOUTH_2,Working full-time and studying part-time (%)
2011,0.4,YOUTH_3,Working part time and studying part-time (%)
2016,0.6,YOUTH_3,Working part time and studying part-time (%)
2011,14.2,YOUTH_4,Working part-time and studying full-time (%)
2016,10.8,YOUTH_4,Working part-time and studying full-time (%)
2011,1.7,YOUTH_5,Working full-time (not studying) (%)
2016,1.6,YOUTH_5,Working full-time (not studying) (%)
2011,68.8,YOUTH_6,Studying full-time (not working) (%)
2016,75.7,YOUTH_6,Studying full-time (not working) (%)
2011,0.6,YOUTH_7,Working full-time and studying full-time (%)
2011,87.6,YOUTH_8,Fully engaged (%)
2016,90.4,YOUTH_8,Fully engaged (%)
2011,908,YOUTH_9,Total persons aged 15-19 years (no.)
2016,1225,YOUTH_9,Total persons aged 15-19 years (no.)
2011,6790,LF_2,Labour Force (no. )
2016,7114,LF_2,Labour Force (no. )
2011,613,LF_3,Unemployed (no. )
2016,746,LF_3,Unemployed (no. )
2011,9,LF_4,Unemployment rate (%)
2016,10.5,LF_4,Unemployment rate (%)
2011,55.3,LF_5,Participation rate (%)
2016,51.4,LF_5,Participation rate (%)
2011,4282,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2012,4490,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2013,4428,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2014,4609,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2015,4812,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2016,4847,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2011,3,ACTIV_2,Persons who have need for assistance with core activities (%)
2016,3.2,ACTIV_2,Persons who have need for assistance with core activities (%)
2011,2716,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2012,2542,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2013,2604,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2014,2576,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2015,2618,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2016,2471,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2011,150,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2012,190,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2013,200,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2014,200,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2015,200,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2016,200,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2011,28,WORK_TRAV_3,Used one method - Train or tram (no.)
2016,40,WORK_TRAV_3,Used one method - Train or tram (no.)
2011,1462,WORK_TRAV_4,Used one method - Bus (no.)
2016,1642,WORK_TRAV_4,Used one method - Bus (no.)
2011,2666,WORK_TRAV_5,Used one method - Car (as driver or passenger) (no.)
2016,2605,WORK_TRAV_5,Used one method - Car (as driver or passenger) (no.)
2011,42,WORK_TRAV_6,Used one method - Motor bike/scooter (no.)
2016,73,WORK_TRAV_6,Used one method - Motor bike/scooter (no.)
2011,109,WORK_TRAV_7,Used one method - Bicycle (no.)
2016,108,WORK_TRAV_7,Used one method - Bicycle (no.)
2011,66,WORK_TRAV_8,Used one method - Other (inc. taxis) (no.)
2016,37,WORK_TRAV_8,Used one method - Other (inc. taxis) (no.)
2011,556,WORK_TRAV_9,Used one method - Walked only (no.)
2016,653,WORK_TRAV_9,Used one method - Walked only (no.)
2011,4956,WORK_TRAV_10,Used one method - Total - used one method (no.)
2016,5191,WORK_TRAV_10,Used one method - Total - used one method (no.)
2011,416,WORK_TRAV_12,Total - used more than one method (no. )
2016,380,WORK_TRAV_12,Total - used more than one method (no. )
2011,186,WORK_TRAV_14,Other - Worked from home (no.)
2016,232,WORK_TRAV_14,Other - Worked from home (no.)
2011,531,WORK_TRAV_15,Other - Employed but did not go to work (no.)
2016,510,WORK_TRAV_15,Other - Employed but did not go to work (no.)
2011,88,WORK_TRAV_16,Other - Method of travel not stated (no.)
2016,55,WORK_TRAV_16,Other - Method of travel not stated (no.)
2011,6177,WORK_TRAV_17,Total employed (no.)
2016,6368,WORK_TRAV_17,Total employed (no.)
2011,1160,HHTYPE_2,Lone person households (no.)
2016,1176,HHTYPE_2,Lone person households (no.)
2011,846,HHTYPE_3,Group households (no.)
2016,1207,HHTYPE_3,Group households (no.)
2011,3082,HHTYPE_4,Family households (no.)
2016,3065,HHTYPE_4,Family households (no.)
2011,5082,HHTYPE_5,Total households (no.)
2016,5453,HHTYPE_5,Total households (no.)
2011,2.6,HHTYPE_6,Average household size (no. of persons)
2016,2.7,HHTYPE_6,Average household size (no. of persons)
2011,1137,FAMILY_2,Couple families with children under 15 and/or dependent students (no.)
2016,1111,FAMILY_2,Couple families with children under 15 and/or dependent students (no.)
2011,269,FAMILY_3,Couple families with non-dependent children only (no.)
2016,257,FAMILY_3,Couple families with non-dependent children only (no.)
2011,1124,FAMILY_4,Couple families without children (no.)
2016,1147,FAMILY_4,Couple families without children (no.)
2011,241,FAMILY_5,One parent families with children under 15 and/or dependent students (no.)
2016,224,FAMILY_5,One parent families with children under 15 and/or dependent students (no.)
2011,212,FAMILY_6,One parent families with non-dependent children only (no.)
2016,221,FAMILY_6,One parent families with non-dependent children only (no.)
2011,176,FAMILY_7,Other families (no.)
2016,172,FAMILY_7,Other families (no.)
2011,3156,FAMILY_8,Total families (no.)
2016,3140,FAMILY_8,Total families (no.)
2011,3,FAMILY_9,Average family size (no. of persons)
2016,2.9,FAMILY_9,Average family size (no. of persons)
2011,4141,MARRIAGE_2,Married in a registered marriage (no.)
2016,3925,MARRIAGE_2,Married in a registered marriage (no.)
2011,808,MARRIAGE_3,Married in a de facto marriage (no.)
2016,986,MARRIAGE_3,Married in a de facto marriage (no.)
2011,6257,MARRIAGE_4,Not married (no.)
2016,7903,MARRIAGE_4,Not married (no.)
2011,38.4,MARRIAGE_5,Married (%)
2016,32.8,MARRIAGE_5,Married (%)
2011,50.8,MARRIAGE_6,Never Married (%)
2016,58.1,MARRIAGE_6,Never Married (%)
2011,4,MARRIAGE_7,Widowed (%)
2016,3.1,MARRIAGE_7,Widowed (%)
2011,5.1,MARRIAGE_8,Divorced (%)
2016,4.4,MARRIAGE_8,Divorced (%)
2011,1.7,MARRIAGE_9,Separated (%)
2016,1.5,MARRIAGE_9,Separated (%)
2016,84.6,INTERNET_2,Internet accessed from dwelling (%)
2016,12,INTERNET_3,Internet not accessed from dwelling (%)
2011,1855,RENT_2,Average monthly household rental payment ($)
2016,2312,RENT_2,Average monthly household rental payment ($)
2011,2713,RENT_3,Average monthly household mortgage payment ($)
2016,2662,RENT_3,Average monthly household mortgage payment ($)
2011,72.6,CHILDCAR_2,Persons who did not provide child care (%)
2016,76.6,CHILDCAR_2,Persons who did not provide child care (%)
2011,14.5,CHILDCAR_3,Persons who cared for own child/children (%)
2016,12.8,CHILDCAR_3,Persons who cared for own child/children (%)
2011,3.8,CHILDCAR_4,Persons who cared for other child/children (%)
2016,4.1,CHILDCAR_4,Persons who cared for other child/children (%)
2011,0.4,CHILDCAR_5,Persons who cared for own child/children and other child/children (%)
2016,0.4,CHILDCAR_5,Persons who cared for own child/children and other child/children (%)
2011,8.6,CHILDCAR_6,Unpaid Child Care - Not stated (%)
2016,6.1,CHILDCAR_6,Unpaid Child Care - Not stated (%)
2011,8.5,UNPAIDW_2,Persons who provided unpaid assistance to a person with a disability (%)
2016,8.3,UNPAIDW_2,Persons who provided unpaid assistance to a person with a disability (%)
2011,15,UNPAIDW_3,Persons undertaking voluntary work for an organisation or group (%)
2016,17,UNPAIDW_3,Persons undertaking voluntary work for an organisation or group (%)
2011,1.7,CHILD_2,Average number of all children in a family
2016,1.7,CHILD_2,Average number of all children in a family
2016,920,HOUSE_2,Dwellings with extra bedrooms needed (no.)
2016,2329,HOUSE_3,Dwellings with bedrooms spare (no.)
2016,1810,HOUSE_4,Dwellings with no bedrooms needed or spare (no.)
2011,1900,DWELL_2,Separate house (no.)
2016,1793,DWELL_2,Separate house (no.)
2011,592,DWELL_3,Semi-detached
2016,663,DWELL_3,Semi-detached
2011,2560,DWELL_4,Flat or apartment (no.)
2016,2915,DWELL_4,Flat or apartment (no.)
2011,23,DWELL_5,Other dwelling (no.)
2016,33,DWELL_5,Other dwelling (no.)
2011,28.6,TENURE_2,Owned Outright (%)
2016,25.2,TENURE_2,Owned Outright (%)
2011,20.7,TENURE_3,Owned with a mortgage (%)
2016,18.3,TENURE_3,Owned with a mortgage (%)
2011,47.8,TENURE_4,Rented (%)
2016,52.6,TENURE_4,Rented (%)
2018,201.4,LAND,Land Area (ha)
2014,140,SOLAR_2,Small-scale solar panel system installations (no.)
2015,160,SOLAR_2,Small-scale solar panel system installations (no.)
2016,171,SOLAR_2,Small-scale solar panel system installations (no.)
2017,192,SOLAR_2,Small-scale solar panel system installations (no.)
2015,14.3,SOLAR_3,Increase in installations from previous year (%)
2016,6.9,SOLAR_3,Increase in installations from previous year (%)
2017,12.3,SOLAR_3,Increase in installations from previous year (%)
2014,60,SOLAR_4,Solar water heater installations (no.)
2015,61,SOLAR_4,Solar water heater installations (no.)
2016,61,SOLAR_4,Solar water heater installations (no.)
2017,63,SOLAR_4,Solar water heater installations (no.)
2015,1.7,SOLAR_5,Increase in SWH installations from previous year (%)
2017,3.3,SOLAR_5,Increase in SWH installations from previous year (%)
2013,172,BD_2,Births and Deaths - Births (no.)
2014,153,BD_2,Births and Deaths - Births (no.)
2015,171,BD_2,Births and Deaths - Births (no.)
2016,145,BD_2,Births and Deaths - Births (no.)
2017,115,BD_2,Births and Deaths - Births (no.)
2013,1.5,BD_3,Births and Deaths - Total fertility rate (per female) (rate)
2014,1.4,BD_3,Births and Deaths - Total fertility rate (per female) (rate)
2015,1.5,BD_3,Births and Deaths - Total fertility rate (per female) (rate)
2016,1.4,BD_3,Births and Deaths - Total fertility rate (per female) (rate)
2017,1.3,BD_3,Births and Deaths - Total fertility rate (per female) (rate)
2013,59,BD_4,Births and Deaths - Deaths (no.)
2014,72,BD_4,Births and Deaths - Deaths (no.)
2015,64,BD_4,Births and Deaths - Deaths (no.)
2016,55,BD_4,Births and Deaths - Deaths (no.)
2017,53,BD_4,Births and Deaths - Deaths (no.)
2013,4.7,BD_5,Births and Deaths - Standardised death rate (per 1000 population) (rate)
2014,4.8,BD_5,Births and Deaths - Standardised death rate (per 1000 population) (rate)
2015,4.5,BD_5,Births and Deaths - Standardised death rate (per 1000 population) (rate)
2016,4.3,BD_5,Births and Deaths - Standardised death rate (per 1000 population) (rate)
2017,4,BD_5,Births and Deaths - Standardised death rate (per 1000 population) (rate)
2017,171,PENSION_16,Carer Allowance (no.)
2018,178,PENSION_16,Carer Allowance (no.)
2017,11,PENSION_17,Parenting Payment - Partnered (no.)
2018,12,PENSION_17,Parenting Payment - Partnered (no.)
2017,621,PENSION_18,Commonwealth Rent Assistance (no.)
2018,570,PENSION_18,Commonwealth Rent Assistance (no.)
2011,92.2,STRESS_2,Households where mortgage repayments are less than 30% of household income (%)
2016,95.3,STRESS_2,Households where mortgage repayments are less than 30% of household income (%)
2011,7.8,STRESS_3,Households with mortgage repayments greater than or equal to 30% of household income (%)
2016,4.7,STRESS_3,Households with mortgage repayments greater than or equal to 30% of household income (%)
2011,72.9,STRESS_4,Households where rent payments are less than 30% of household income (%)
2016,67.1,STRESS_4,Households where rent payments are less than 30% of household income (%)
2011,27.1,STRESS_5,Households with rent payments greater than or equal to 30% of household income (%)
2016,32.9,STRESS_5,Households with rent payments greater than or equal to 30% of household income (%)
2017,802,MIGRATION_2,Internal Arrivals (no.)
2018,885,MIGRATION_2,Internal Arrivals (no.)
2017,1684,MIGRATION_3,Internal Departures (no.)
2018,1866,MIGRATION_3,Internal Departures (no.)
2017,-882,MIGRATION_4,Net Internal Migration (no.)
2018,-981,MIGRATION_4,Net Internal Migration (no.)
2017,2857,MIGRATION_5,Overseas Arrivals (no.)
2018,2793,MIGRATION_5,Overseas Arrivals (no.)
2017,1527,MIGRATION_6,Overseas Departures (no.)
2018,1660,MIGRATION_6,Overseas Departures (no.)
2017,1330,MIGRATION_7,Net Overseas Migration (no.)
2018,1133,MIGRATION_7,Net Overseas Migration (no.)
2012,5725,LEED_2,Number of Jobs - Females
2013,5900,LEED_2,Number of Jobs - Females
2014,5636,LEED_2,Number of Jobs - Females
2015,5780,LEED_2,Number of Jobs - Females
2016,5612,LEED_2,Number of Jobs - Females
2012,6334,LEED_3,Number of Jobs - Males
2013,6439,LEED_3,Number of Jobs - Males
2014,6339,LEED_3,Number of Jobs - Males
2015,6323,LEED_3,Number of Jobs - Males
2016,6322,LEED_3,Number of Jobs - Males
2012,12058,LEED_4,Number of Jobs - Persons
2013,12331,LEED_4,Number of Jobs - Persons
2014,11971,LEED_4,Number of Jobs - Persons
2015,12098,LEED_4,Number of Jobs - Persons
2016,11939,LEED_4,Number of Jobs - Persons
2012,79,LEED_5,"Number of Employee Jobs - Agriculture, forestry and fishing"
2013,61,LEED_5,"Number of Employee Jobs - Agriculture, forestry and fishing"
2014,78,LEED_5,"Number of Employee Jobs - Agriculture, forestry and fishing"
2015,75,LEED_5,"Number of Employee Jobs - Agriculture, forestry and fishing"
2016,71,LEED_5,"Number of Employee Jobs - Agriculture, forestry and fishing"
2012,23,LEED_6,Number of Employee Jobs - Mining
2013,22,LEED_6,Number of Employee Jobs - Mining
2014,22,LEED_6,Number of Employee Jobs - Mining
2012,351,LEED_7,Number of Employee Jobs - Manufacturing
2013,341,LEED_7,Number of Employee Jobs - Manufacturing
2014,345,LEED_7,Number of Employee Jobs - Manufacturing
2015,322,LEED_7,Number of Employee Jobs - Manufacturing
2016,285,LEED_7,Number of Employee Jobs - Manufacturing
2012,56,LEED_8,"Number of Employee Jobs - Electricity, gas water and waste services"
2013,39,LEED_8,"Number of Employee Jobs - Electricity, gas water and waste services"
2014,36,LEED_8,"Number of Employee Jobs - Electricity, gas water and waste services"
2015,42,LEED_8,"Number of Employee Jobs - Electricity, gas water and waste services"
2016,38,LEED_8,"Number of Employee Jobs - Electricity, gas water and waste services"
2012,347,LEED_9,Number of Employee Jobs - Construction
2013,467,LEED_9,Number of Employee Jobs - Construction
2014,481,LEED_9,Number of Employee Jobs - Construction
2015,496,LEED_9,Number of Employee Jobs - Construction
2016,451,LEED_9,Number of Employee Jobs - Construction
2012,425,LEED_10,Number of Employee Jobs - Wholesale trade
2013,431,LEED_10,Number of Employee Jobs - Wholesale trade
2014,423,LEED_10,Number of Employee Jobs - Wholesale trade
2015,423,LEED_10,Number of Employee Jobs - Wholesale trade
2016,400,LEED_10,Number of Employee Jobs - Wholesale trade
2012,1015,LEED_11,Number of Employee Jobs - Retail trade
2013,976,LEED_11,Number of Employee Jobs - Retail trade
2014,909,LEED_11,Number of Employee Jobs - Retail trade
2015,954,LEED_11,Number of Employee Jobs - Retail trade
2016,904,LEED_11,Number of Employee Jobs - Retail trade
2012,1217,LEED_12,Number of Employee Jobs - Accommodation and food services
2013,1217,LEED_12,Number of Employee Jobs - Accommodation and food services
2014,1299,LEED_12,Number of Employee Jobs - Accommodation and food services
2015,1280,LEED_12,Number of Employee Jobs - Accommodation and food services
2016,1229,LEED_12,Number of Employee Jobs - Accommodation and food services
2012,323,LEED_13,"Number of Employee Jobs - Transport, postal and warehousing "
2013,332,LEED_13,"Number of Employee Jobs - Transport, postal and warehousing "
2014,317,LEED_13,"Number of Employee Jobs - Transport, postal and warehousing "
2015,318,LEED_13,"Number of Employee Jobs - Transport, postal and warehousing "
2016,295,LEED_13,"Number of Employee Jobs - Transport, postal and warehousing "
2012,297,LEED_14,Number of Employee Jobs - Information media and telecommunications
2013,313,LEED_14,Number of Employee Jobs - Information media and telecommunications
2014,338,LEED_14,Number of Employee Jobs - Information media and telecommunications
2015,308,LEED_14,Number of Employee Jobs - Information media and telecommunications
2016,338,LEED_14,Number of Employee Jobs - Information media and telecommunications
2012,588,LEED_15,Number of Employee Jobs - Finance and insurance services
2013,569,LEED_15,Number of Employee Jobs - Finance and insurance services
2014,538,LEED_15,Number of Employee Jobs - Finance and insurance services
2015,551,LEED_15,Number of Employee Jobs - Finance and insurance services
2016,565,LEED_15,Number of Employee Jobs - Finance and insurance services
2012,205,LEED_16,"Number of Employee Jobs - Rental, hiring and real estate services"
2013,222,LEED_16,"Number of Employee Jobs - Rental, hiring and real estate services"
2014,204,LEED_16,"Number of Employee Jobs - Rental, hiring and real estate services"
2015,235,LEED_16,"Number of Employee Jobs - Rental, hiring and real estate services"
2016,231,LEED_16,"Number of Employee Jobs - Rental, hiring and real estate services"
2012,1083,LEED_17,"Number of Employee Jobs - Professional, scientific and technical services"
2013,1034,LEED_17,"Number of Employee Jobs - Professional, scientific and technical services"
2014,1055,LEED_17,"Number of Employee Jobs - Professional, scientific and technical services"
2015,1108,LEED_17,"Number of Employee Jobs - Professional, scientific and technical services"
2016,1102,LEED_17,"Number of Employee Jobs - Professional, scientific and technical services"
2012,960,LEED_18,Number of Employee Jobs - Administrative and support services
2013,958,LEED_18,Number of Employee Jobs - Administrative and support services
2014,864,LEED_18,Number of Employee Jobs - Administrative and support services
2015,997,LEED_18,Number of Employee Jobs - Administrative and support services
2016,1028,LEED_18,Number of Employee Jobs - Administrative and support services
2012,408,LEED_19,Number of Employee Jobs - Public administration and safety
2013,457,LEED_19,Number of Employee Jobs - Public administration and safety
2014,453,LEED_19,Number of Employee Jobs - Public administration and safety
2015,397,LEED_19,Number of Employee Jobs - Public administration and safety
2016,365,LEED_19,Number of Employee Jobs - Public administration and safety
2012,1324,LEED_20,Number of Employee Jobs - Education and training
2013,1346,LEED_20,Number of Employee Jobs - Education and training
2014,1324,LEED_20,Number of Employee Jobs - Education and training
2015,1337,LEED_20,Number of Employee Jobs - Education and training
2016,1357,LEED_20,Number of Employee Jobs - Education and training
2012,1106,LEED_21,Number of Employee Jobs - Health care and social assistance
2013,1362,LEED_21,Number of Employee Jobs - Health care and social assistance
2014,1125,LEED_21,Number of Employee Jobs - Health care and social assistance
2015,1114,LEED_21,Number of Employee Jobs - Health care and social assistance
2016,1121,LEED_21,Number of Employee Jobs - Health care and social assistance
2012,205,LEED_22,Number of Employee Jobs - Arts and recreation services
2013,224,LEED_22,Number of Employee Jobs - Arts and recreation services
2014,250,LEED_22,Number of Employee Jobs - Arts and recreation services
2015,237,LEED_22,Number of Employee Jobs - Arts and recreation services
2016,259,LEED_22,Number of Employee Jobs - Arts and recreation services
2012,321,LEED_23,Number of Employee Jobs - Other services
